studyYear	programDbId	programName	programDescription	studyDbId	studyName	studyDescription	studyDesign	plotWidth	plotLength	fieldSize	fieldTrialIsPlannedToBeGenotyped	fieldTrialIsPlannedToCross	plantingDate	harvestDate	locationDbId	locationName	germplasmDbId	germplasmName	germplasmSynonyms	observationLevel	observationUnitDbId	observationUnitName	replicate	blockNumber	plotNumber	rowNumber	colNumber	entryType	plantNumber	plantedSeedlotStockDbId	plantedSeedlotStockUniquename	plantedSeedlotCurrentCount	plantedSeedlotCurrentWeightGram	plantedSeedlotBoxName	plantedSeedlotTransactionCount	plantedSeedlotTransactionWeight	plantedSeedlotTransactionDescription	availableGermplasmSeedlotUniquenames	DMCP	FRW	FSWMIK	HIV	notes
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39986	UG120252		plot	40249	UG120252_block:12_plot:TP252_2012_NaCRRI	1	12	252			test											34.4	1	2	0.33	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39088	UG120253		plot	40250	UG120253_block:12_plot:TP253_2012_NaCRRI	1	12	253			test											40.2	7	11	0.39	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39089	UG120254		plot	40251	UG120254_block:12_plot:TP254_2012_NaCRRI	1	12	254			test											37	3	4	0.43	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39090	UG120255		plot	40252	UG120255_block:12_plot:TP255_2012_NaCRRI	1	12	255			test											23.8	1.5	9	0.14	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39091	UG120256		plot	40253	UG120256_block:12_plot:TP256_2012_NaCRRI	1	12	256			test													3		
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39092	UG120257		plot	40254	UG120257_block:12_plot:TP257_2012_NaCRRI	1	12	257			test											42.1	3	8	0.27	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39093	UG120258		plot	40255	UG120258_block:12_plot:TP258_2012_NaCRRI	1	12	258			test											38.2	1.5	6	0.2	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39987	UG120259		plot	40256	UG120259_block:12_plot:TP259_2012_NaCRRI	1	12	259			test											35	1	1.5	0.4	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39094	UG120260		plot	40257	UG120260_block:12_plot:TP260_2012_NaCRRI	1	12	260			test											41.6	3	7	0.3	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39095	UG120261		plot	40258	UG120261_block:12_plot:TP261_2012_NaCRRI	1	12	261			test											37.5	3	12	0.2	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39096	UG120262		plot	40259	UG120262_block:12_plot:TP262_2012_NaCRRI	1	12	262			test											47.2	2	3	0.4	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39988	UG120263		plot	40260	UG120263_block:12_plot:TP263_2012_NaCRRI	1	12	263			test											32.2	1	1	0.5	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39097	UG120264		plot	40261	UG120264_block:12_plot:TP264_2012_NaCRRI	1	12	264			test											35	23	14	0.62	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39098	UG120265		plot	40262	UG120265_block:13_plot:TP265_2012_NaCRRI	1	13	265			test											14.6	4.1	7.7	0.35	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39099	UG120266		plot	40263	UG120266_block:13_plot:TP266_2012_NaCRRI	1	13	266			test											37.7	3.2	1.7	0.65	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39100	UG120267		plot	40264	UG120267_block:13_plot:TP267_2012_NaCRRI	1	13	267			test											44.3	8.4	10.5	0.44	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39101	UG120268		plot	40265	UG120268_block:13_plot:TP268_2012_NaCRRI	1	13	268			test											41.2	5.3	6.8	0.44	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39102	UG120269		plot	40266	UG120269_block:13_plot:TP269_2012_NaCRRI	1	13	269			test											34.6	0.3	2	0.13	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39103	UG120270		plot	40267	UG120270_block:13_plot:TP270_2012_NaCRRI	1	13	270			test											40.4	2.5	7.5	0.25	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39989	UG120271		plot	40268	UG120271_block:13_plot:TP271_2012_NaCRRI	1	13	271			test											38	0.8	1.1	0.42	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39104	UG120272		plot	40269	UG120272_block:13_plot:TP272_2012_NaCRRI	1	13	272			test											44.7	5.3	5.3	0.5	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39105	UG120273		plot	40270	UG120273_block:13_plot:TP273_2012_NaCRRI	1	13	273			test											24.5	1.1	1.6	0.41	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39106	UG120274		plot	40271	UG120274_block:13_plot:TP274_2012_NaCRRI	1	13	274			test											37.8	1.3	4.6	0.22	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39990	UG120275		plot	40272	UG120275_block:13_plot:TP275_2012_NaCRRI	1	13	275			test															
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39107	UG120276		plot	40273	UG120276_block:13_plot:TP276_2012_NaCRRI	1	13	276			test											38.3	0.7	2.3	0.23	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39108	UG120277		plot	40274	UG120277_block:13_plot:TP277_2012_NaCRRI	1	13	277			test											23.6	3	3.3	0.48	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39109	UG120278		plot	40275	UG120278_block:13_plot:TP278_2012_NaCRRI	1	13	278			test											28.5	7.6	11.4	0.4	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39110	UG120279		plot	40276	UG120279_block:13_plot:TP279_2012_NaCRRI	1	13	279			test											37.5	10.1	6.3	0.62	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39111	UG120280		plot	40277	UG120280_block:13_plot:TP280_2012_NaCRRI	1	13	280			test											35.3	10.2	8.5	0.55	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39991	UG120281		plot	40278	UG120281_block:13_plot:TP281_2012_NaCRRI	1	13	281			test															
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39992	UG120282		plot	40279	UG120282_block:13_plot:TP282_2012_NaCRRI	1	13	282			test											35.2	7	14.3	0.33	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39112	UG120283		plot	40280	UG120283_block:13_plot:TP283_2012_NaCRRI	1	13	283			test											20.7	7.8	8.9	0.47	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39113	UG120284		plot	40281	UG120284_block:13_plot:TP284_2012_NaCRRI	1	13	284			test											42.9	7.9	16	0.33	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39993	UG120285		plot	40282	UG120285_block:13_plot:TP285_2012_NaCRRI	1	13	285			test											31.5	0.2	0.8	0.2	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39114	UG120286		plot	40283	UG120286_block:13_plot:TP286_2012_NaCRRI	1	13	286			test											38.3	10.4	4.2	0.71	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39115	UG120287		plot	40284	UG120287_block:14_plot:TP287_2012_NaCRRI	1	14	287			test											33				
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39116	UG120288		plot	40285	UG120288_block:14_plot:TP288_2012_NaCRRI	1	14	288			test											29	9	14	0.39	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39117	UG120289		plot	40286	UG120289_block:14_plot:TP289_2012_NaCRRI	1	14	289			test											44.7	6.5	9	0.42	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39118	UG120290		plot	40287	UG120290_block:14_plot:TP290_2012_NaCRRI	1	14	290			test											44.6	1	15	0.06	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39119	UG120291		plot	40288	UG120291_block:14_plot:TP291_2012_NaCRRI	1	14	291			test											43.7	13	20	0.39	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39120	UG120292		plot	40289	UG120292_block:14_plot:TP292_2012_NaCRRI	1	14	292			test											46.3	4	8	0.33	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39121	UG120293		plot	40290	UG120293_block:14_plot:TP293_2012_NaCRRI	1	14	293			test											44.8	14	35	0.29	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39994	UG120294		plot	40291	UG120294_block:14_plot:TP294_2012_NaCRRI	1	14	294			test											35.3	4	2.5	0.62	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39995	UG120295		plot	40292	UG120295_block:14_plot:TP295_2012_NaCRRI	1	14	295			test											40.2	0.5	2	0.2	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39122	UG120296		plot	40293	UG120296_block:14_plot:TP296_2012_NaCRRI	1	14	296			test											45.1	1.5	4	0.27	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39123	UG120297		plot	40294	UG120297_block:14_plot:TP297_2012_NaCRRI	1	14	297			test											40.8	2.5	7.5	0.25	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39124	UG120298		plot	40295	UG120298_block:14_plot:TP298_2012_NaCRRI	1	14	298			test											25.1	19	16	0.54	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39125	UG120299		plot	40296	UG120299_block:14_plot:TP299_2012_NaCRRI	1	14	299			test											40.6	14	10	0.58	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39126	UG120300		plot	40297	UG120300_block:14_plot:TP300_2012_NaCRRI	1	14	300			test											40.3	6.5	11	0.37	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39127	UG120301		plot	40298	UG120301_block:14_plot:TP301_2012_NaCRRI	1	14	301			test												6.5	11.5	0.36	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39128	UG120303		plot	40299	UG120303_block:14_plot:TP303_2012_NaCRRI	1	14	303			test											31.1	7.5	8	0.48	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39996	UG120304		plot	40300	UG120304_block:14_plot:TP304_2012_NaCRRI	1	14	304			test											37.7	1	1	0.5	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39129	UG120305		plot	40301	UG120305_block:14_plot:TP305_2012_NaCRRI	1	14	305			test											32.7	7	6	0.54	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39130	UG120306		plot	40302	UG120306_block:14_plot:TP306_2012_NaCRRI	1	14	306			test											36.2	14	13	0.52	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39131	UG120307		plot	40303	UG120307_block:14_plot:TP307_2012_NaCRRI	1	14	307			test											44.8	1	2	0.33	
2014	134	test	test	141	trial2 NaCRRI	another trial for solGS	CRD								23	test_location	39997	UG120308		plot	40304	UG120308_block:14_plot:TP308_2012_NaCRRI	1	14	308			test											43.4	1	2	0.33	
